name,district,division,latitude,longitude,email,phone
"Juraichhari Police Station","Rangamati","Chattogram",22.6732,92.1278,noorlabib@iut-dhaka.edu,01886709707
"Rajasthali Police Station","Rangamati","Chattogram",22.6923,92.1460,noorlabib@iut-dhaka.edu,01886709707
"Kaptai Police Station","Rangamati","Chattogram",22.5787,92.1828,noorlabib@iut-dhaka.edu,01886709707
"Langadu Police Station","Rangamati","Chattogram",22.5919,92.1160,noorlabib@iut-dhaka.edu,01886709707
"Naniarchar Police Station","Rangamati","Chattogram",22.5960,92.1152,noorlabib@iut-dhaka.edu,01886709707
"Kaukhali Police Station","Rangamati","Chattogram",22.6458,92.1041,noorlabib@iut-dhaka.edu,01886709707
"Bandarban Sadar Police Station","Bandarban","Chattogram",22.1953,92.2184,noorlabib@iut-dhaka.edu,01886709707
"Thanchi Police Station","Bandarban","Chattogram",22.1339,92.2510,noorlabib@iut-dhaka.edu,01886709707
"Lama Police Station","Bandarban","Chattogram",22.1746,92.1806,noorlabib@iut-dhaka.edu,01886709707
"Naikhongchhari Police Station","Bandarban","Chattogram",22.1894,92.1452,noorlabib@iut-dhaka.edu,01886709707
"Ali Kadam Police Station","Bandarban","Chattogram",22.1889,92.2883,noorlabib@iut-dhaka.edu,01886709707
"Rowangchhari Police Station","Bandarban","Chattogram",22.2453,92.1733,noorlabib@iut-dhaka.edu,01886709707
"Ruma Police Station","Bandarban","Chattogram",22.2013,92.1747,noorlabib@iut-dhaka.edu,01886709707
"Boalia Police Station","Rajshahi","Rajshahi",24.3636,88.6241,noorlabib@iut-dhaka.edu,01886709707
"Rajpara Police Station","Rajshahi","Rajshahi",24.3111,88.6783,noorlabib@iut-dhaka.edu,01886709707
"Motihar Police Station","Rajshahi","Rajshahi",24.3620,88.5901,noorlabib@iut-dhaka.edu,01886709707
"Shah Makhdum Police Station","Rajshahi","Rajshahi",24.3934,88.5566,noorlabib@iut-dhaka.edu,01886709707
"Chandrima Police Station","Rajshahi","Rajshahi",24.3464,88.6914,noorlabib@iut-dhaka.edu,01886709707
"Katakhali Police Station","Rajshahi","Rajshahi",24.3898,88.5589,noorlabib@iut-dhaka.edu,01886709707
"Belpukur Police Station","Rajshahi","Rajshahi",24.3582,88.5599,noorlabib@iut-dhaka.edu,01886709707
"Airport Police Station","Rajshahi","Rajshahi",24.4295,88.6891,noorlabib@iut-dhaka.edu,01886709707
"Kashiadanga Police Station","Rajshahi","Rajshahi",24.2933,88.6335,noorlabib@iut-dhaka.edu,01886709707
"Kornohar Police Station","Rajshahi","Rajshahi",24.3284,88.5504,noorlabib@iut-dhaka.edu,01886709707
"Damkura Police Station","Rajshahi","Rajshahi",24.4071,88.6278,noorlabib@iut-dhaka.edu,01886709707
"Paba Police Station","Rajshahi","Rajshahi",24.4027,88.5705,noorlabib@iut-dhaka.edu,01886709707
"Durgapur Police Station","Rajshahi","Rajshahi",24.4365,88.6818,noorlabib@iut-dhaka.edu,01886709707
"Mohonpur Police Station","Rajshahi","Rajshahi",24.4063,88.6071,noorlabib@iut-dhaka.edu,01886709707
"Charghat Police Station","Rajshahi","Rajshahi",24.4165,88.6690,noorlabib@iut-dhaka.edu,01886709707
"Puthia Police Station","Rajshahi","Rajshahi",24.3814,88.6891,noorlabib@iut-dhaka.edu,01886709707
"Bagha Police Station","Rajshahi","Rajshahi",24.3706,88.6470,noorlabib@iut-dhaka.edu,01886709707
"Godagari Police Station","Rajshahi","Rajshahi",24.4310,88.6233,noorlabib@iut-dhaka.edu,01886709707
"Tanore Police Station","Rajshahi","Rajshahi",24.3586,88.5983,noorlabib@iut-dhaka.edu,01886709707
"Bagmara Police Station","Rajshahi","Rajshahi",24.3128,88.6123,noorlabib@iut-dhaka.edu,01886709707
"Bogura Sadar Police Station","Bogura","Rajshahi",24.8481,89.3730,noorlabib@iut-dhaka.edu,01886709707
"Shajahanpur Police Station","Bogura","Rajshahi",24.8909,89.3343,noorlabib@iut-dhaka.edu,01886709707
"Sherpur Police Station","Bogura","Rajshahi",24.9161,89.3944,noorlabib@iut-dhaka.edu,01886709707
"Dhunat Police Station","Bogura","Rajshahi",24.8562,89.3380,noorlabib@iut-dhaka.edu,01886709707
"Dhupchanchia Police Station","Bogura","Rajshahi",24.8689,89.4125,noorlabib@iut-dhaka.edu,01886709707
"Gabtali Police Station","Bogura","Rajshahi",24.8815,89.3224,noorlabib@iut-dhaka.edu,01886709707
"Kahaloo Police Station","Bogura","Rajshahi",24.8897,89.4055,noorlabib@iut-dhaka.edu,01886709707
"Nandigram Police Station","Bogura","Rajshahi",24.8966,89.3803,noorlabib@iut-dhaka.edu,01886709707
"Sariakandi Police Station","Bogura","Rajshahi",24.8899,89.4052,noorlabib@iut-dhaka.edu,01886709707
"Sonatala Police Station","Bogura","Rajshahi",24.9093,89.4276,noorlabib@iut-dhaka.edu,01886709707
"Shibganj Police Station","Bogura","Rajshahi",24.8656,89.4322,noorlabib@iut-dhaka.edu,01886709707
"Adamdighi Police Station","Bogura","Rajshahi",24.8920,89.3080,noorlabib@iut-dhaka.edu,01886709707
"Pabna Sadar Police Station","Pabna","Rajshahi",24.0063,89.2493,noorlabib@iut-dhaka.edu,01886709707
"Atgharia Police Station","Pabna","Rajshahi",23.9395,89.2392,noorlabib@iut-dhaka.edu,01886709707
"Bera Police Station","Pabna","Rajshahi",24.0232,89.2595,noorlabib@iut-dhaka.edu,01886709707
"Bhangura Police Station","Pabna","Rajshahi",23.9699,89.3216,noorlabib@iut-dhaka.edu,01886709707
"Chatmohar Police Station","Pabna","Rajshahi",23.9771,89.2860,noorlabib@iut-dhaka.edu,01886709707
"Faridpur Police Station","Pabna","Rajshahi",24.0306,89.2153,noorlabib@iut-dhaka.edu,01886709707
"Ishwardi Police Station","Pabna","Rajshahi",23.9894,89.3095,noorlabib@iut-dhaka.edu,01886709707
"Santhia Police Station","Pabna","Rajshahi",24.0311,89.3064,noorlabib@iut-dhaka.edu,01886709707
"Sujanagar Police Station","Pabna","Rajshahi",24.0532,89.2199,noorlabib@iut-dhaka.edu,01886709707
"Sirajganj Sadar Police Station","Sirajganj","Rajshahi",24.3141,89.5700,noorlabib@iut-dhaka.edu,01886709707
"Belkuchi Police Station","Sirajganj","Rajshahi",24.3438,89.5073,noorlabib@iut-dhaka.edu,01886709707
"Chauhali Police Station","Sirajganj","Rajshahi",24.3339,89.6255,noorlabib@iut-dhaka.edu,01886709707
"Kamarkhanda Police Station","Sirajganj","Rajshahi",24.3823,89.5396,noorlabib@iut-dhaka.edu,01886709707
"Kazipur Police Station","Sirajganj","Rajshahi",24.2636,89.5103,noorlabib@iut-dhaka.edu,01886709707
"Raiganj Police Station","Sirajganj","Rajshahi",24.2546,89.5867,noorlabib@iut-dhaka.edu,01886709707
"Shahjadpur Police Station","Sirajganj","Rajshahi",24.2848,89.5943,noorlabib@iut-dhaka.edu,01886709707
"Tarash Police Station","Sirajganj","Rajshahi",24.3594,89.6221,noorlabib@iut-dhaka.edu,01886709707
"Ullahpara Police Station","Sirajganj","Rajshahi",24.3001,89.6009,noorlabib@iut-dhaka.edu,01886709707
"Naogaon Sadar Police Station","Naogaon","Rajshahi",24.8105,88.9439,noorlabib@iut-dhaka.edu,01886709707
"Mohadevpur Police Station","Naogaon","Rajshahi",24.7629,88.9511,noorlabib@iut-dhaka.edu,01886709707
"Manda Police Station","Naogaon","Rajshahi",24.8824,88.9223,noorlabib@iut-dhaka.edu,01886709707
"Niamatpur Police Station","Naogaon","Rajshahi",24.8650,88.9990,noorlabib@iut-dhaka.edu,01886709707
"Porsha Police Station","Naogaon","Rajshahi",24.8153,88.9748,noorlabib@iut-dhaka.edu,01886709707
"Sapahar Police Station","Naogaon","Rajshahi",24.7844,88.9362,noorlabib@iut-dhaka.edu,01886709707
"Patnitala Police Station","Naogaon","Rajshahi",24.8314,88.8741,noorlabib@iut-dhaka.edu,01886709707
"Dhamoirhat Police Station","Naogaon","Rajshahi",24.8539,88.9662,noorlabib@iut-dhaka.edu,01886709707
"Badalgachhi Police Station","Naogaon","Rajshahi",24.8164,88.9620,noorlabib@iut-dhaka.edu,01886709707
"Raninagar Police Station","Naogaon","Rajshahi",24.7511,88.8970,noorlabib@iut-dhaka.edu,01886709707
"Atrai Police Station","Naogaon","Rajshahi",24.8281,88.9476,noorlabib@iut-dhaka.edu,01886709707
"Natore Sadar Police Station","Natore","Rajshahi",24.4102,89.0076,noorlabib@iut-dhaka.edu,01886709707
"Baraigram Police Station","Natore","Rajshahi",24.4150,88.9890,noorlabib@iut-dhaka.edu,01886709707
"Bagatipara Police Station","Natore","Rajshahi",24.4303,88.9547,noorlabib@iut-dhaka.edu,01886709707
"Lalpur Police Station","Natore","Rajshahi",24.3880,89.0753,noorlabib@iut-dhaka.edu,01886709707
"Naldanga Police Station","Natore","Rajshahi",24.3768,89.0592,noorlabib@iut-dhaka.edu,01886709707
"Singra Police Station","Natore","Rajshahi",24.4730,89.0665,noorlabib@iut-dhaka.edu,01886709707
"Gurudaspur Police Station","Natore","Rajshahi",24.3938,89.0382,noorlabib@iut-dhaka.edu,01886709707
"Chapainawabganj Sadar Police Station","Chapainawabganj","Rajshahi",24.5902,88.2774,noorlabib@iut-dhaka.edu,01886709707
"Gomastapur Police Station","Chapainawabganj","Rajshahi",24.5190,88.3132,noorlabib@iut-dhaka.edu,01886709707
"Nachole Police Station","Chapainawabganj","Rajshahi",24.5498,88.2493,noorlabib@iut-dhaka.edu,01886709707
"Bholahat Police Station","Chapainawabganj","Rajshahi",24.6533,88.2597,noorlabib@iut-dhaka.edu,01886709707
"Shibganj Police Station","Chapainawabganj","Rajshahi",24.5527,88.3001,noorlabib@iut-dhaka.edu,01886709707
"Joypurhat Sadar Police Station","Joypurhat","Rajshahi",25.0968,89.0227,noorlabib@iut-dhaka.edu,01886709707
"Akkelpur Police Station","Joypurhat","Rajshahi",25.0507,89.0830,noorlabib@iut-dhaka.edu,01886709707
"Kalai Police Station","Joypurhat","Rajshahi",25.0535,89.0755,noorlabib@iut-dhaka.edu,01886709707
"Khetlal Police Station","Joypurhat","Rajshahi",25.0668,88.9484,noorlabib@iut-dhaka.edu,01886709707
"Panchbibi Police Station","Joypurhat","Rajshahi",25.1158,89.0060,noorlabib@iut-dhaka.edu,01886709707
"Khulna Sadar Police Station","Khulna","Khulna",22.8456,89.5403,noorlabib@iut-dhaka.edu,01886709707
"Sonadanga Police Station","Khulna","Khulna",22.8337,89.5809,noorlabib@iut-dhaka.edu,01886709707
"Khalishpur Police Station","Khulna","Khulna",22.9158,89.4661,noorlabib@iut-dhaka.edu,01886709707
"Daulatpur Police Station","Khulna","Khulna",22.8122,89.5893,noorlabib@iut-dhaka.edu,01886709707
"Khan Jahan Ali Police Station","Khulna","Khulna",22.8355,89.5854,noorlabib@iut-dhaka.edu,01886709707
"Aranghata Police Station","Khulna","Khulna",22.8827,89.4996,noorlabib@iut-dhaka.edu,01886709707
"Harintana Police Station","Khulna","Khulna",22.8288,89.4968,noorlabib@iut-dhaka.edu,01886709707
"Labanchara Police Station","Khulna","Khulna",22.7909,89.5344,noorlabib@iut-dhaka.edu,01886709707
"Koyra Police Station","Khulna","Khulna",22.8992,89.5149,noorlabib@iut-dhaka.edu,01886709707
"Dumuria Police Station","Khulna","Khulna",22.7949,89.5514,noorlabib@iut-dhaka.edu,01886709707
"Terokhada Police Station","Khulna","Khulna",22.8838,89.5141,noorlabib@iut-dhaka.edu,01886709707
"Rupsha Police Station","Khulna","Khulna",22.9024,89.5298,noorlabib@iut-dhaka.edu,01886709707
"Paikgachha Police Station","Khulna","Khulna",22.7962,89.5621,noorlabib@iut-dhaka.edu,01886709707
"Phultala Police Station","Khulna","Khulna",22.8621,89.5836,noorlabib@iut-dhaka.edu,01886709707
"Batiaghata Police Station","Khulna","Khulna",22.8526,89.5170,noorlabib@iut-dhaka.edu,01886709707
"Dacope Police Station","Khulna","Khulna",22.8442,89.5853,noorlabib@iut-dhaka.edu,01886709707
"Dighalia Police Station","Khulna","Khulna",22.7774,89.4857,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Jashore","Khulna",23.1634,89.2182,noorlabib@iut-dhaka.edu,01886709707
"Jhikargachha Police Station","Jashore","Khulna",23.2346,89.1535,noorlabib@iut-dhaka.edu,01886709707
"Sharsha Police Station","Jashore","Khulna",23.1084,89.2275,noorlabib@iut-dhaka.edu,01886709707
"Benapole Port Police Station","Jashore","Khulna",23.1349,89.2713,noorlabib@iut-dhaka.edu,01886709707
"Chaugachha Police Station","Jashore","Khulna",23.2248,89.1932,noorlabib@iut-dhaka.edu,01886709707
"Abhaynagar Police Station","Jashore","Khulna",23.1330,89.2435,noorlabib@iut-dhaka.edu,01886709707
"Manirampur Police Station","Jashore","Khulna",23.1734,89.2419,noorlabib@iut-dhaka.edu,01886709707
"Bagherpara Police Station","Jashore","Khulna",23.1414,89.1582,noorlabib@iut-dhaka.edu,01886709707
"Keshabpur Police Station","Jashore","Khulna",23.1111,89.2509,noorlabib@iut-dhaka.edu,01886709707
"Satkhira Sadar Police Station","Satkhira","Khulna",22.7234,89.0552,noorlabib@iut-dhaka.edu,01886709707
"Assasuni Police Station","Satkhira","Khulna",22.7314,88.9840,noorlabib@iut-dhaka.edu,01886709707
"Debhata Police Station","Satkhira","Khulna",22.7429,89.0382,noorlabib@iut-dhaka.edu,01886709707
"Kalaroa Police Station","Satkhira","Khulna",22.7709,89.0407,noorlabib@iut-dhaka.edu,01886709707
"Kaliganj Police Station","Satkhira","Khulna",22.6489,89.1106,noorlabib@iut-dhaka.edu,01886709707
"Shyamnagar Police Station","Satkhira","Khulna",22.6843,89.0261,noorlabib@iut-dhaka.edu,01886709707
"Tala Police Station","Satkhira","Khulna",22.7623,89.0814,noorlabib@iut-dhaka.edu,01886709707
"Patkelghata Police Station","Satkhira","Khulna",22.7962,89.0472,noorlabib@iut-dhaka.edu,01886709707
"Bagerhat Sadar Police Station","Bagerhat","Khulna",22.6515,89.7859,noorlabib@iut-dhaka.edu,01886709707
"Chitalmari Police Station","Bagerhat","Khulna",22.6335,89.7164,noorlabib@iut-dhaka.edu,01886709707
"Fakirhat Police Station","Bagerhat","Khulna",22.6708,89.7846,noorlabib@iut-dhaka.edu,01886709707
"Kachua Police Station","Bagerhat","Khulna",22.5840,89.8493,noorlabib@iut-dhaka.edu,01886709707
"Mollahat Police Station","Bagerhat","Khulna",22.6956,89.7711,noorlabib@iut-dhaka.edu,01886709707
"Mongla Police Station","Bagerhat","Khulna",22.6709,89.7444,noorlabib@iut-dhaka.edu,01886709707
"Morrelganj Police Station","Bagerhat","Khulna",22.6245,89.7113,noorlabib@iut-dhaka.edu,01886709707
"Rampal Police Station","Bagerhat","Khulna",22.6018,89.7592,noorlabib@iut-dhaka.edu,01886709707
"Sarankhola Police Station","Bagerhat","Khulna",22.5879,89.7306,noorlabib@iut-dhaka.edu,01886709707
"Chuadanga Sadar Police Station","Chuadanga","Khulna",23.6402,88.8418,noorlabib@iut-dhaka.edu,01886709707
"Alamdanga Police Station","Chuadanga","Khulna",23.6752,88.8121,noorlabib@iut-dhaka.edu,01886709707
"Damurhuda Police Station","Chuadanga","Khulna",23.6046,88.8707,noorlabib@iut-dhaka.edu,01886709707
"Jibannagar Police Station","Chuadanga","Khulna",23.6299,88.8054,noorlabib@iut-dhaka.edu,01886709707
"Darshana Police Station","Chuadanga","Khulna",23.5754,88.7790,noorlabib@iut-dhaka.edu,01886709707
"Kushtia Sadar Police Station","Kushtia","Khulna",23.9013,89.1204,noorlabib@iut-dhaka.edu,01886709707
"Kumarkhali Police Station","Kushtia","Khulna",23.8843,89.1282,noorlabib@iut-dhaka.edu,01886709707
"Khoksa Police Station","Kushtia","Khulna",23.8664,89.1192,noorlabib@iut-dhaka.edu,01886709707
"Mirpur Police Station","Kushtia","Khulna",23.9099,89.1843,noorlabib@iut-dhaka.edu,01886709707
"Daulatpur Police Station","Kushtia","Khulna",23.8492,89.1264,noorlabib@iut-dhaka.edu,01886709707
"Bheramara Police Station","Kushtia","Khulna",23.8408,89.1712,noorlabib@iut-dhaka.edu,01886709707
"Islami University Police Station","Kushtia","Khulna",23.8866,89.1704,noorlabib@iut-dhaka.edu,01886709707
"Magura Sadar Police Station","Magura","Khulna",23.4873,89.4199,noorlabib@iut-dhaka.edu,01886709707
"Mohammadpur Police Station","Magura","Khulna",23.4967,89.4594,noorlabib@iut-dhaka.edu,01886709707
"Shalikha Police Station","Magura","Khulna",23.4816,89.4561,noorlabib@iut-dhaka.edu,01886709707
"Sreepur Police Station","Magura","Khulna",23.4534,89.3958,noorlabib@iut-dhaka.edu,01886709707
"Meherpur Sadar Police Station","Meherpur","Khulna",23.7622,88.6318,noorlabib@iut-dhaka.edu,01886709707
"Gangni Police Station","Meherpur","Khulna",23.7995,88.6730,noorlabib@iut-dhaka.edu,01886709707
"Mujibnagar Police Station","Meherpur","Khulna",23.7570,88.6065,noorlabib@iut-dhaka.edu,01886709707
"Narail Sadar Police Station","Narail","Khulna",23.1725,89.5127,noorlabib@iut-dhaka.edu,01886709707
"Lohagara Police Station","Narail","Khulna",23.2357,89.4599,noorlabib@iut-dhaka.edu,01886709707
"Kalia Police Station","Narail","Khulna",23.1365,89.5747,noorlabib@iut-dhaka.edu,01886709707
"Naragati Police Station","Narail","Khulna",23.2188,89.5610,noorlabib@iut-dhaka.edu,01886709707
"Jhenaidah Sadar Police Station","Jhenaidah","Khulna",23.5450,89.1726,noorlabib@iut-dhaka.edu,01886709707
"Shailkupa Police Station","Jhenaidah","Khulna",23.6144,89.2046,noorlabib@iut-dhaka.edu,01886709707
"Harinakunda Police Station","Jhenaidah","Khulna",23.5590,89.1534,noorlabib@iut-dhaka.edu,01886709707
"Kaliganj Police Station","Jhenaidah","Khulna",23.5225,89.1278,noorlabib@iut-dhaka.edu,01886709707
"Kotchandpur Police Station","Jhenaidah","Khulna",23.5309,89.2000,noorlabib@iut-dhaka.edu,01886709707
"Maheshpur Police Station","Jhenaidah","Khulna",23.5646,89.2438,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Barishal","Barishal",22.7010,90.3535,noorlabib@iut-dhaka.edu,01886709707
"Kawnia Police Station","Barishal","Barishal",22.7667,90.3895,noorlabib@iut-dhaka.edu,01886709707
"Airport Police Station","Barishal","Barishal",22.6275,90.3842,noorlabib@iut-dhaka.edu,01886709707
"Bandar Police Station","Barishal","Barishal",22.7248,90.3375,noorlabib@iut-dhaka.edu,01886709707
"Agailjhara Police Station","Barishal","Barishal",22.6398,90.3307,noorlabib@iut-dhaka.edu,01886709707
"Babuganj Police Station","Barishal","Barishal",22.6574,90.3649,noorlabib@iut-dhaka.edu,01886709707
"Bakerganj Police Station","Barishal","Barishal",22.6633,90.3010,noorlabib@iut-dhaka.edu,01886709707
"Banaripara Police Station","Barishal","Barishal",22.7623,90.3908,noorlabib@iut-dhaka.edu,01886709707
"Gaurnadi Police Station","Barishal","Barishal",22.6766,90.3322,noorlabib@iut-dhaka.edu,01886709707
"Hizla Police Station","Barishal","Barishal",22.6497,90.3996,noorlabib@iut-dhaka.edu,01886709707
"Mehendiganj Police Station","Barishal","Barishal",22.6434,90.3385,noorlabib@iut-dhaka.edu,01886709707
"Muladi Police Station","Barishal","Barishal",22.6542,90.2828,noorlabib@iut-dhaka.edu,01886709707
"Wazirpur Police Station","Barishal","Barishal",22.6804,90.2941,noorlabib@iut-dhaka.edu,01886709707
"Patuakhali Sadar Police Station","Patuakhali","Barishal",22.3596,90.3299,noorlabib@iut-dhaka.edu,01886709707
"Bauphal Police Station","Patuakhali","Barishal",22.4051,90.3508,noorlabib@iut-dhaka.edu,01886709707
"Dashmina Police Station","Patuakhali","Barishal",22.4126,90.3566,noorlabib@iut-dhaka.edu,01886709707
"Galachipa Police Station","Patuakhali","Barishal",22.3362,90.3992,noorlabib@iut-dhaka.edu,01886709707
"Kalapara Police Station","Patuakhali","Barishal",22.3394,90.3929,noorlabib@iut-dhaka.edu,01886709707
"Mirzaganj Police Station","Patuakhali","Barishal",22.3907,90.3482,noorlabib@iut-dhaka.edu,01886709707
"Rangabali Police Station","Patuakhali","Barishal",22.4174,90.3010,noorlabib@iut-dhaka.edu,01886709707
"Dumki Police Station","Patuakhali","Barishal",22.3851,90.2884,noorlabib@iut-dhaka.edu,01886709707
"Mohipur Police Station","Patuakhali","Barishal",22.3469,90.2812,noorlabib@iut-dhaka.edu,01886709707
"Bhola Sadar Police Station","Bhola","Barishal",22.6859,90.6482,noorlabib@iut-dhaka.edu,01886709707
"Burhanuddin Police Station","Bhola","Barishal",22.6656,90.7074,noorlabib@iut-dhaka.edu,01886709707
"Char Fasson Police Station","Bhola","Barishal",22.7474,90.5918,noorlabib@iut-dhaka.edu,01886709707
"Daulatkhan Police Station","Bhola","Barishal",22.6772,90.5784,noorlabib@iut-dhaka.edu,01886709707
"Lalmohan Police Station","Bhola","Barishal",22.7548,90.7199,noorlabib@iut-dhaka.edu,01886709707
"Manpura Police Station","Bhola","Barishal",22.7498,90.6796,noorlabib@iut-dhaka.edu,01886709707
"Tazumuddin Police Station","Bhola","Barishal",22.6997,90.5877,noorlabib@iut-dhaka.edu,01886709707
"Sashibhusan Police Station","Bhola","Barishal",22.7000,90.6196,noorlabib@iut-dhaka.edu,01886709707
"South Aicha Police Station","Bhola","Barishal",22.7525,90.6277,noorlabib@iut-dhaka.edu,01886709707
"Pirojpur Sadar Police Station","Pirojpur","Barishal",22.5841,89.9720,noorlabib@iut-dhaka.edu,01886709707
"Bhandaria Police Station","Pirojpur","Barishal",22.5093,90.0099,noorlabib@iut-dhaka.edu,01886709707
"Kawkhali Police Station","Pirojpur","Barishal",22.5784,89.9590,noorlabib@iut-dhaka.edu,01886709707
"Mathbaria Police Station","Pirojpur","Barishal",22.5235,90.0289,noorlabib@iut-dhaka.edu,01886709707
"Nazirpur Police Station","Pirojpur","Barishal",22.5825,89.9055,noorlabib@iut-dhaka.edu,01886709707
"Nesarabad Police Station","Pirojpur","Barishal",22.5823,89.9830,noorlabib@iut-dhaka.edu,01886709707
"Indurkani Police Station","Pirojpur","Barishal",22.5908,89.9714,noorlabib@iut-dhaka.edu,01886709707
"Barguna Sadar Police Station","Barguna","Barishal",22.1573,90.1224,noorlabib@iut-dhaka.edu,01886709707
"Amtali Police Station","Barguna","Barishal",22.1968,90.1544,noorlabib@iut-dhaka.edu,01886709707
"Bamna Police Station","Barguna","Barishal",22.1340,90.1454,noorlabib@iut-dhaka.edu,01886709707
"Betagi Police Station","Barguna","Barishal",22.1688,90.1610,noorlabib@iut-dhaka.edu,01886709707
"Patharghata Police Station","Barguna","Barishal",22.1936,90.1726,noorlabib@iut-dhaka.edu,01886709707
"Taltali Police Station","Barguna","Barishal",22.1971,90.0628,noorlabib@iut-dhaka.edu,01886709707
"Jhalokati Sadar Police Station","Jhalokati","Barishal",22.6406,90.1987,noorlabib@iut-dhaka.edu,01886709707
"Kathalia Police Station","Jhalokati","Barishal",22.5932,90.1926,noorlabib@iut-dhaka.edu,01886709707
"Nalchity Police Station","Jhalokati","Barishal",22.6621,90.1908,noorlabib@iut-dhaka.edu,01886709707
"Rajapur Police Station","Jhalokati","Barishal",22.5977,90.1468,noorlabib@iut-dhaka.edu,01886709707
"Kotwali Police Station","Sylhet","Sylhet",24.8949,91.8687,noorlabib@iut-dhaka.edu,01886709707
"Jalalabad Police Station","Sylhet","Sylhet",24.9197,91.8469,noorlabib@iut-dhaka.edu,01886709707
"Airport Police Station","Sylhet","Sylhet",24.8406,91.8440,noorlabib@iut-dhaka.edu,01886709707
"Moglabazar Police Station","Sylhet","Sylhet",24.9536,91.9076,noorlabib@iut-dhaka.edu,01886709707
"South Surma Police Station","Sylhet","Sylhet",24.8571,91.9258,noorlabib@iut-dhaka.edu,01886709707
"Shahparan Police Station","Sylhet","Sylhet",24.9070,91.9190,noorlabib@iut-dhaka.edu,01886709707
"Balaganj Police Station","Sylhet","Sylhet",24.9080,91.7942,noorlabib@iut-dhaka.edu,01886709707
"Beanibazar Police Station","Sylhet","Sylhet",24.8795,91.8020,noorlabib@iut-dhaka.edu,01886709707
"Bishwanath Police Station","Sylhet","Sylhet",24.8758,91.7991,noorlabib@iut-dhaka.edu,01886709707
"Companiganj Police Station","Sylhet","Sylhet",24.9150,91.8409,noorlabib@iut-dhaka.edu,01886709707
"Fenchuganj Police Station","Sylhet","Sylhet",24.8603,91.8275,noorlabib@iut-dhaka.edu,01886709707
"Golapganj Police Station","Sylhet","Sylhet",24.9250,91.9210,noorlabib@iut-dhaka.edu,01886709707
"Gowainghat Police Station","Sylhet","Sylhet",24.8926,91.8857,noorlabib@iut-dhaka.edu,01886709707
"Jaintiapur Police Station","Sylhet","Sylhet",24.8440,91.8784,noorlabib@iut-dhaka.edu,01886709707
"Kanaighat Police Station","Sylhet","Sylhet",24.9518,91.8693,noorlabib@iut-dhaka.edu,01886709707
"Osmani Nagar Police Station","Sylhet","Sylhet",24.9293,91.8777,noorlabib@iut-dhaka.edu,01886709707
"Zakiganj Police Station","Sylhet","Sylhet",24.9411,91.8601,noorlabib@iut-dhaka.edu,01886709707
"Moulvibazar Sadar Police Station","Moulvibazar","Sylhet",24.4829,91.7774,noorlabib@iut-dhaka.edu,01886709707
"Barlekha Police Station","Moulvibazar","Sylhet",24.5549,91.7744,noorlabib@iut-dhaka.edu,01886709707
"Juri Police Station","Moulvibazar","Sylhet",24.4694,91.7185,noorlabib@iut-dhaka.edu,01886709707
"Kamalganj Police Station","Moulvibazar","Sylhet",24.4683,91.7440,noorlabib@iut-dhaka.edu,01886709707
"Kulaura Police Station","Moulvibazar","Sylhet",24.4670,91.7942,noorlabib@iut-dhaka.edu,01886709707
"Rajnagar Police Station","Moulvibazar","Sylhet",24.4540,91.7482,noorlabib@iut-dhaka.edu,01886709707
"Sreemangal Police Station","Moulvibazar","Sylhet",24.5518,91.8473,noorlabib@iut-dhaka.edu,01886709707
"Sherpur Police Station","Moulvibazar","Sylhet",24.4291,91.8362,noorlabib@iut-dhaka.edu,01886709707
"Habiganj Sadar Police Station","Habiganj","Sylhet",24.3749,91.4155,noorlabib@iut-dhaka.edu,01886709707
"Ajmiriganj Police Station","Habiganj","Sylhet",24.4215,91.4471,noorlabib@iut-dhaka.edu,01886709707
"Bahubal Police Station","Habiganj","Sylhet",24.3484,91.4527,noorlabib@iut-dhaka.edu,01886709707
"Baniyachong Police Station","Habiganj","Sylhet",24.4284,91.4482,noorlabib@iut-dhaka.edu,01886709707
"Chunarughat Police Station","Habiganj","Sylhet",24.3126,91.4279,noorlabib@iut-dhaka.edu,01886709707
"Lakhai Police Station","Habiganj","Sylhet",24.3152,91.4195,noorlabib@iut-dhaka.edu,01886709707
"Madhabpur Police Station","Habiganj","Sylhet",24.4318,91.3660,noorlabib@iut-dhaka.edu,01886709707
"Nabiganj Police Station","Habiganj","Sylhet",24.4265,91.3567,noorlabib@iut-dhaka.edu,01886709707
"Shayestaganj Police Station","Habiganj","Sylhet",24.3729,91.3820,noorlabib@iut-dhaka.edu,01886709707
"Sunamganj Sadar Police Station","Sunamganj","Sylhet",25.0658,91.3956,noorlabib@iut-dhaka.edu,01886709707
"Bishwamvarpur Police Station","Sunamganj","Sylhet",25.1310,91.4052,noorlabib@iut-dhaka.edu,01886709707
"Chhatak Police Station","Sunamganj","Sylhet",25.0986,91.4271,noorlabib@iut-dhaka.edu,01886709707
"Derai Police Station","Sunamganj","Sylhet",25.1320,91.3917,noorlabib@iut-dhaka.edu,01886709707
"Dharamapasha Police Station","Sunamganj","Sylhet",25.0117,91.4686,noorlabib@iut-dhaka.edu,01886709707
"Dowarabazar Police Station","Sunamganj","Sylhet",25.0282,91.3268,noorlabib@iut-dhaka.edu,01886709707
